company,date,headline,content,full_text,source,url
RELIANCE.NS,2025-06-18 07:41:37.511901,RELIANCE CEO steps down after accounting,"According to latest reports, reliance ceo steps down after accounting. Industry experts are closely monitoring the developments. More details are expected to be announced soon.","RELIANCE CEO steps down after accounting According to latest reports, reliance ceo steps down after accounting. Industry experts are closely monitoring the developments. More details are expected to be announced soon.",MC,https://example.com/news/1161
SBIN.NS,2025-06-18 06:07:37.511901,"SBIN posts strong Q2 results, outlook positive","According to latest reports, sbin posts strong q2 results, outlook positive. Industry experts are closely monitoring the developments. More details are expected to be announced soon.","SBIN posts strong Q2 results, outlook positive According to latest reports, sbin posts strong q2 results, outlook positive. Industry experts are closely monitoring the developments. More details are expected to be announced soon.",MC,https://example.com/news/2077
HDFCBANK.NS,2025-06-18 04:48:37.511901,HDFCBANK participates in industry conference,"According to latest reports, hdfcbank participates in industry conference. Industry experts are closely monitoring the developments. More details are expected to be announced soon.","HDFCBANK participates in industry conference According to latest reports, hdfcbank participates in industry conference. Industry experts are closely monitoring the developments. More details are expected to be announced soon.",BS,https://example.com/news/3806
BHARTIARTL.NS,2025-06-16 07:30:37.511901,BHARTIARTL reports 9% increase in quarterly revenue,"According to latest reports, bhartiartl reports 9% increase in quarterly revenue. Industry experts are closely monitoring the developments. More details are expected to be announced soon.","BHARTIARTL reports 9% increase in quarterly revenue According to latest reports, bhartiartl reports 9% increase in quarterly revenue. Industry experts are closely monitoring the developments. More details are expected to be announced soon.",MC,https://example.com/news/5632
TCS.NS,2025-06-16 03:18:37.511901,TCS shares fall 17% on weak outlook,"According to latest reports, tcs shares fall 17% on weak outlook. Industry experts are closely monitoring the developments. More details are expected to be announced soon.","TCS shares fall 17% on weak outlook According to latest reports, tcs shares fall 17% on weak outlook. Industry experts are closely monitoring the developments. More details are expected to be announced soon.",MC,https://example.com/news/3693
TCS.NS,2025-06-15 05:30:37.511901,"TCS posts strong Q4 results, outlook positive","According to latest reports, tcs posts strong q4 results, outlook positive. Industry experts are closely monitoring the developments. More details are expected to be announced soon.","TCS posts strong Q4 results, outlook positive According to latest reports, tcs posts strong q4 results, outlook positive. Industry experts are closely monitoring the developments. More details are expected to be announced soon.",BS,https://example.com/news/8554
KOTAKBANK.NS,2025-06-14 06:58:37.511901,KOTAKBANK files quarterly compliance report,"According to latest reports, kotakbank files quarterly compliance report. Industry experts are closely monitoring the developments. More details are expected to be announced soon.","KOTAKBANK files quarterly compliance report According to latest reports, kotakbank files quarterly compliance report. Industry experts are closely monitoring the developments. More details are expected to be announced soon.",ET,https://example.com/news/4376
INFY.NS,2025-06-14 04:53:37.511901,INFY delays IPO due to market conditions,"According to latest reports, infy delays ipo due to market conditions. Industry experts are closely monitoring the developments. More details are expected to be announced soon.","INFY delays IPO due to market conditions According to latest reports, infy delays ipo due to market conditions. Industry experts are closely monitoring the developments. More details are expected to be announced soon.",Mint,https://example.com/news/4446
ICICIBANK.NS,2025-06-14 03:19:37.511901,ICICIBANK provides annual business update,"According to latest reports, icicibank provides annual business update. Industry experts are closely monitoring the developments. More details are expected to be announced soon.","ICICIBANK provides annual business update According to latest reports, icicibank provides annual business update. Industry experts are closely monitoring the developments. More details are expected to be announced soon.",MC,https://example.com/news/2693
INFY.NS,2025-06-13 23:27:37.511901,INFY holds investor conference call,"According to latest reports, infy holds investor conference call. Industry experts are closely monitoring the developments. More details are expected to be announced soon.","INFY holds investor conference call According to latest reports, infy holds investor conference call. Industry experts are closely monitoring the developments. More details are expected to be announced soon.",ET,https://example.com/news/2648
BHARTIARTL.NS,2025-06-13 19:02:37.511901,BHARTIARTL participates in industry conference,"According to latest reports, bhartiartl participates in industry conference. Industry experts are closely monitoring the developments. More details are expected to be announced soon.","BHARTIARTL participates in industry conference According to latest reports, bhartiartl participates in industry conference. Industry experts are closely monitoring the developments. More details are expected to be announced soon.",BS,https://example.com/news/8673
SBIN.NS,2025-06-13 09:57:37.511901,SBIN downgrades guidance amid inflation,"According to latest reports, sbin downgrades guidance amid inflation. Industry experts are closely monitoring the developments. More details are expected to be announced soon.","SBIN downgrades guidance amid inflation According to latest reports, sbin downgrades guidance amid inflation. Industry experts are closely monitoring the developments. More details are expected to be announced soon.",Mint,https://example.com/news/6124
TCS.NS,2025-06-13 09:26:37.511901,TCS announces board meeting on June 13,"According to latest reports, tcs announces board meeting on june 13. Industry experts are closely monitoring the developments. More details are expected to be announced soon.","TCS announces board meeting on June 13 According to latest reports, tcs announces board meeting on june 13. Industry experts are closely monitoring the developments. More details are expected to be announced soon.",BS,https://example.com/news/1502
SBIN.NS,2025-06-13 07:06:37.511901,SBIN files quarterly compliance report,"According to latest reports, sbin files quarterly compliance report. Industry experts are closely monitoring the developments. More details are expected to be announced soon.","SBIN files quarterly compliance report According to latest reports, sbin files quarterly compliance report. Industry experts are closely monitoring the developments. More details are expected to be announced soon.",BS,https://example.com/news/8570
BHARTIARTL.NS,2025-06-13 04:45:37.511901,BHARTIARTL reports 9% decline in profits,"According to latest reports, bhartiartl reports 9% decline in profits. Industry experts are closely monitoring the developments. More details are expected to be announced soon.","BHARTIARTL reports 9% decline in profits According to latest reports, bhartiartl reports 9% decline in profits. Industry experts are closely monitoring the developments. More details are expected to be announced soon.",BS,https://example.com/news/2619
SBIN.NS,2025-06-12 01:27:37.511901,SBIN launches innovative mobile service,"According to latest reports, sbin launches innovative mobile service. Industry experts are closely monitoring the developments. More details are expected to be announced soon.","SBIN launches innovative mobile service According to latest reports, sbin launches innovative mobile service. Industry experts are closely monitoring the developments. More details are expected to be announced soon.",NDTV,https://example.com/news/5809
INFY.NS,2025-06-11 12:18:37.511901,INFY announces board meeting on June 11,"According to latest reports, infy announces board meeting on june 11. Industry experts are closely monitoring the developments. More details are expected to be announced soon.","INFY announces board meeting on June 11 According to latest reports, infy announces board meeting on june 11. Industry experts are closely monitoring the developments. More details are expected to be announced soon.",MC,https://example.com/news/9120
BHARTIARTL.NS,2025-06-11 08:48:37.511901,BHARTIARTL updates on business operations,"According to latest reports, bhartiartl updates on business operations. Industry experts are closely monitoring the developments. More details are expected to be announced soon.","BHARTIARTL updates on business operations According to latest reports, bhartiartl updates on business operations. Industry experts are closely monitoring the developments. More details are expected to be announced soon.",Mint,https://example.com/news/8984
ITC.NS,2025-06-11 05:19:37.511901,ITC holds investor conference call,"According to latest reports, itc holds investor conference call. Industry experts are closely monitoring the developments. More details are expected to be announced soon.","ITC holds investor conference call According to latest reports, itc holds investor conference call. Industry experts are closely monitoring the developments. More details are expected to be announced soon.",NDTV,https://example.com/news/5107
